year,team_abbr,team_name_full,stadium,attendance_total,attendance_game,wins,team,fci,stadium_name,capacity,opened,is_new,is_renovated,renovation_year,notes
2004,CHC,Chicago Cubs,Wrigley Field,3170154,38660,89,CHICAGO CUBS,194.31,Wrigley Field,41649,1914,0,1,2014,1060 Project--privately funded renovation completed in phases between 2014-2019
2004,CWS,Chicago White Sox,U.S. Cellular Field,1930537,23834,83,CHICAGO WHITE SOX,171.35,Rate Field,40615,1991,0,1,"2001, 2015","Major $118M overhaul 2001–2004 (seats, concourses, capacity cut); incremental upgrades 2015–2019"
2004,CIN,Cincinnati Reds,Great American Ball Park,2287250,28238,76,CINCINNATI,140.6,Great American Ball Park,45814,2003,1,0,NA,replaced Cinergy Field
2004,CLE,Cleveland Indians,Jacobs Field,1814401,22400,80,CLEVELAND,152.65,Progressive Field,34830,1994,0,1,"2014, 2023",Two separate waves of large-scale renovations
2004,COL,Colorado Rockies,Coors Field,2338069,28865,68,COLORADO,140.9,Coors Field,50398,1995,0,0,NA,NA
2004,DET,Detroit Tigers,Comerica Park,1917004,23667,72,DETROIT,149.61,Comerica Park,41083,2000,0,0,NA,Opened in the first year of my selected time window
2004,MIA,Florida Marlins,"Pro Player Stadium, U.S. Cellular Field",1723105,21539,83,FLORIDA/Miami,112.88,loanDepot Park,37442,2012,1,0,NA,moved from Joe Robbie Center in 2012
2004,HOU,Houston Astros,Minute Maid Park,3087872,38122,92,HOUSTON,176.99,Daikin Park,40963,2000,0,1,2017,"Additional seating, concessions, escalators, etc."
2004,KC,Kansas City Royals,Kauffman Stadium,1661478,20768,58,KANSAS CITY,120.67,Kauffman Stadium,40793,1973,0,1,2009,"reduced seating capacity, new entry ticket gates, wider concourses, new concessions/restrooms, outfield kids area, right field sports bar/restaurant"
2004,LAD,Los Angeles Dodgers,Dodger Stadium,3488283,43065,93,LOS ANGELES DODGERS,151.71,Dodger Stadium,56000,1962,0,1,2019,"$100 million renovation included new center field plaza, sports bar/restaurant, new elevators/escalators, new stadium center main entrance, etc."
2004,MIL,Milwaukee Brewers,Miller Park,2062382,25462,67,MILWAUKEE,124.96,American Family Field,41900,2001,1,1,2024,$500 million publicly funded renovation beginning in 2024
2004,MIN,Minnesota Twins,Hubert H. Humphrey Metrodome,1911490,23599,92,MINNESOTA,131.68,Target Field,39504,2010,1,0,NA,Moved from Metrodome in 2010
2004,WAS,Montreal Expos,"Estadio Hiram Bithorn, Stade Olympique",749550,9369,67,WASHINGTON,108.83,Nationals Park,41565,2008,1,0,NA,Opened 2008; replacement stadium for the team moving from Montreal
2004,NYM,New York Mets,Shea Stadium,2318951,28629,71,N.Y. METS,184.77,Citi Field,42000,2009,1,0,NA,Replaced Shea Stadium in 2009
2004,NYY,New York Yankees,Yankee Stadium II,3775292,46609,101,N.Y. YANKEES,193.86,Yankee Stadium,50287,2009,1,0,NA,Replaced original Yankee Stadium in 2009
2004,ATH,Oakland Athletics,Network Associates Coliseum,2201516,27179,91,OAKLAND,143.97,Sutter Health Park,14014,2025,1,0,NA,existing Minor League park; Athletics began using the park in 2025
2004,PHI,Philadelphia Phillies,Citizens Bank Park,3250092,40125,86,PHILADELPHIA,187.31,Citizens Bank Park,43035,2004,1,0,NA,Replaced Veterans Stadium in 2004
2004,PIT,Pittsburgh Pirates,PNC Park,1580031,19750,72,PITTSBURGH,143.31,PNC Park,38362,2001,1,0,NA,Replaced Three Rivers Stadium in 2001; only minor improvements since opening
2004,SD,San Diego Padres,Petco Park,3016752,37244,87,SAN DIEGO,154.65,Petco Park,39860,2004,1,0,NA,Replaced San Diego Stadium in 2004
2004,SF,San Francisco Giants,SBC Park,3256854,39718,91,SAN FRANCISCO,168.47,Oracle Park,40260,2000,0,1,2020,Bullpen relocation and center field restructuring; motivation was more player safety than fan experience; not feasible to measure direct impact on attendance since 2020 season had no fans
2004,SEA,Seattle Mariners,Safeco Field,2940731,35863,63,SEATTLE,172.03,T-Mobile Park,47574,1999,0,0,NA,NA
2004,STL,St. Louis Cardinals,Busch Stadium II,3048427,37635,105,ST. LOUIS,170.49,Busch Stadium,43975,2006,1,0,NA,replaced Busch Memorial Stadium in 2006
2004,TB,Tampa Bay Devil Rays,"Tokyo Dome, Tropicana Field",1274911,15936,70,TAMPA BAY,146.8,Tropicana Field,25025,1998,0,1,2014,"major renovations in 2014; roof destroyed by hurricane in 2024, so they played at an alternate (smaller) venue in 2025"
2004,TEX,Texas Rangers,The Ballpark in Arlington,2513685,31033,89,TEXAS,130.82,Globe Life Field,40300,2020,1,0,NA,Replaced Globe Life Park in 2020
2004,TOR,Toronto Blue Jays,SkyDome,1900041,23457,67,TORONTO,166.51,Rogers Centre,41500,1989,0,1,2022,"$400 million two-phase renovation--reoriented seats, new outfield social spaces, reduced capacity. Also worth noting that TOR played elsewhere in 2020 and early 2021 due to COVID-related border closures"
2003,LAA,Anaheim Angels,Edison Field,3061094,37330,77,CALIFORNIA/ANAHEIM/LA,130.21,Angel Stadium,45050,1966,0,0,NA,"Major renovation completed in 1998, just before my selected time period"
2003,ARI,Arizona Diamondbacks,Bank One Ballpark,2805542,34636,84,ARIZONA,119.84,Chase Field,48633,1998,0,0,NA,NA
2003,ATL,Atlanta Braves,Turner Field,2401084,29643,101,ATLANTA,154.55,Truist Park,41500,2017,1,0,NA,replaced Turner Field
2003,BAL,Baltimore Orioles,Oriole Park at Camden Yards,2454523,30303,71,BALTIMORE,148.11,Oriole Park,45971,1992,0,1,2011,"seat replacement, suite renovation, capacity reduced"
2003,BOS,Boston Red Sox,Fenway Park,2724165,33632,95,BOSTON,238.75,Fenway Park,37673,1912,0,1,2003,"multi-phase renovation between 2002-2011; seats added in Green Monster and roof areas, luxury boxes, overhaul of concourse"
2003,CHC,Chicago Cubs,Wrigley Field,2962630,36576,88,CHICAGO CUBS,172.84,Wrigley Field,41649,1914,0,1,2014,1060 Project--privately funded renovation completed in phases between 2014-2019
2003,CWS,Chicago White Sox,U.S. Cellular Field,1939524,23945,86,CHICAGO WHITE SOX,159.09,Rate Field,40615,1991,0,1,"2001, 2015","Major $118M overhaul 2001–2004 (seats, concourses, capacity cut); incremental upgrades 2015–2019"
2003,CIN,Cincinnati Reds,Great American Ball Park,2355259,29077,69,CINCINNATI,140.52,Great American Ball Park,45814,2003,1,0,NA,replaced Cinergy Field
2003,CLE,Cleveland Indians,Jacobs Field,1730002,21358,68,CLEVELAND,161.31,Progressive Field,34830,1994,0,1,"2014, 2023",Two separate waves of large-scale renovations
2003,COL,Colorado Rockies,Coors Field,2334085,28816,74,COLORADO,141.34,Coors Field,50398,1995,0,0,NA,NA
2003,DET,Detroit Tigers,Comerica Park,1368245,16892,43,DETROIT,157.44,Comerica Park,41083,2000,0,0,NA,Opened in the first year of my selected time window
2003,MIA,Florida Marlins,Pro Player Stadium,1303215,16089,91,FLORIDA/Miami,112.38,loanDepot Park,37442,2012,1,0,NA,moved from Joe Robbie Center in 2012
2003,HOU,Houston Astros,Minute Maid Park,2454241,30299,87,HOUSTON,165.45,Daikin Park,40963,2000,0,1,2017,"Additional seating, concessions, escalators, etc."
2003,KC,Kansas City Royals,Kauffman Stadium,1779895,22249,83,KANSAS CITY,112.03,Kauffman Stadium,40793,1973,0,1,2009,"reduced seating capacity, new entry ticket gates, wider concourses, new concessions/restrooms, outfield kids area, right field sports bar/restaurant"
2003,LAD,Los Angeles Dodgers,Dodger Stadium,3138626,38748,85,LOS ANGELES DODGERS,147.53,Dodger Stadium,56000,1962,0,1,2019,"$100 million renovation included new center field plaza, sports bar/restaurant, new elevators/escalators, new stadium center main entrance, etc."
2003,MIL,Milwaukee Brewers,Miller Park,1700354,20992,68,MILWAUKEE,128.96,American Family Field,41900,2001,1,1,2024,$500 million publicly funded renovation beginning in 2024
2003,MIN,Minnesota Twins,Hubert H. Humphrey Metrodome,1946011,24025,90,MINNESOTA,127.01,Target Field,39504,2010,1,0,NA,Moved from Metrodome in 2010
2003,WAS,Montreal Expos,"Estadio Hiram Bithorn, Stade Olympique",1025639,12662,83,WASHINGTON,100.13,Nationals Park,41565,2008,1,0,NA,Opened 2008; replacement stadium for the team moving from Montreal
2003,NYM,New York Mets,Shea Stadium,2140599,26757,66,N.Y. METS,182.79,Citi Field,42000,2009,1,0,NA,Replaced Shea Stadium in 2009
2003,NYY,New York Yankees,Yankee Stadium II,3465600,42263,101,N.Y. YANKEES,182.74,Yankee Stadium,50287,2009,1,0,NA,Replaced original Yankee Stadium in 2009
2003,ATH,Oakland Athletics,Network Associates Coliseum,2216596,27365,96,OAKLAND,139.61,Sutter Health Park,14014,2025,1,0,NA,existing Minor League park; Athletics began using the park in 2025
2003,PHI,Philadelphia Phillies,Veterans Stadium,2259948,27901,86,PHILADELPHIA,149.28,Citizens Bank Park,43035,2004,1,0,NA,Replaced Veterans Stadium in 2004
2003,PIT,Pittsburgh Pirates,PNC Park,1636751,20207,75,PITTSBURGH,147.13,PNC Park,38362,2001,1,0,NA,Replaced Three Rivers Stadium in 2001; only minor improvements since opening
2003,SD,San Diego Padres,Qualcomm Stadium,2030084,25063,64,SAN DIEGO,146.42,Petco Park,39860,2004,1,0,NA,Replaced San Diego Stadium in 2004
2003,SF,San Francisco Giants,Pacific Bell Park,3264898,40307,100,SAN FRANCISCO,178.56,Oracle Park,40260,2000,0,1,2020,Bullpen relocation and center field restructuring; motivation was more player safety than fan experience; not feasible to measure direct impact on attendance since 2020 season had no fans
2003,SEA,Seattle Mariners,Safeco Field,3268509,40352,93,SEATTLE,175.67,T-Mobile Park,47574,1999,0,0,NA,NA
2003,STL,St. Louis Cardinals,Busch Stadium II,2910386,35931,85,ST. LOUIS,168.95,Busch Stadium,43975,2006,1,0,NA,replaced Busch Memorial Stadium in 2006
2003,TB,Tampa Bay Devil Rays,Tropicana Field,1058695,13070,63,TAMPA BAY,149.52,Tropicana Field,25025,1998,0,1,2014,"major renovations in 2014; roof destroyed by hurricane in 2024, so they played at an alternate (smaller) venue in 2025"
2003,TEX,Texas Rangers,The Ballpark in Arlington,2094394,25857,71,TEXAS,139.25,Globe Life Field,40300,2020,1,0,NA,Replaced Globe Life Park in 2020
2003,TOR,Toronto Blue Jays,SkyDome,1799458,22216,86,TORONTO,155.18,Rogers Centre,41500,1989,0,1,2022,"$400 million two-phase renovation--reoriented seats, new outfield social spaces, reduced capacity. Also worth noting that TOR played elsewhere in 2020 and early 2021 due to COVID-related border closures"
2002,LAA,Anaheim Angels,Edison Field,2305547,28464,99,CALIFORNIA/ANAHEIM/LA,113.76,Angel Stadium,45050,1966,0,0,NA,"Major renovation completed in 1998, just before my selected time period"
2002,ARI,Arizona Diamondbacks,Bank One Ballpark,3198977,39494,98,ARIZONA,115.17,Chase Field,48633,1998,0,0,NA,NA
2002,ATL,Atlanta Braves,Turner Field,2603484,32142,101,ATLANTA,155.35,Truist Park,41500,2017,1,0,NA,replaced Turner Field
2002,BAL,Baltimore Orioles,Oriole Park at Camden Yards,2682439,33117,67,BALTIMORE,141.42,Oriole Park,45971,1992,0,1,2011,"seat replacement, suite renovation, capacity reduced"
2002,BOS,Boston Red Sox,Fenway Park,2650862,32727,93,BOSTON,228.73,Fenway Park,37673,1912,0,1,2003,"multi-phase renovation between 2002-2011; seats added in Green Monster and roof areas, luxury boxes, overhaul of concourse"
2002,CHC,Chicago Cubs,Wrigley Field,2693096,33248,67,CHICAGO CUBS,181.69,Wrigley Field,41649,1914,0,1,2014,1060 Project--privately funded renovation completed in phases between 2014-2019
2002,CWS,Chicago White Sox,Comiskey Park II,1676911,20703,81,CHICAGO WHITE SOX,159.09,Rate Field,40615,1991,0,1,"2001, 2015","Major $118M overhaul 2001–2004 (seats, concourses, capacity cut); incremental upgrades 2015–2019"
2002,CIN,Cincinnati Reds,Cinergy Field,1855787,22911,78,CINCINNATI,127.14,Great American Ball Park,45814,2003,1,0,NA,replaced Cinergy Field
2002,CLE,Cleveland Indians,Jacobs Field,2616940,32308,74,CLEVELAND,161.31,Progressive Field,34830,1994,0,1,"2014, 2023",Two separate waves of large-scale renovations
2002,COL,Colorado Rockies,Coors Field,2737838,33800,73,COLORADO,141.34,Coors Field,50398,1995,0,0,NA,NA
2002,DET,Detroit Tigers,Comerica Park,1503623,18795,55,DETROIT,160.76,Comerica Park,41083,2000,0,0,NA,Opened in the first year of my selected time window
2002,MIA,Florida Marlins,Pro Player Stadium,813118,10038,79,FLORIDA/Miami,110.84,loanDepot Park,37442,2012,1,0,NA,moved from Joe Robbie Center in 2012
2002,HOU,Houston Astros,Minute Maid Park,2517357,31078,84,HOUSTON,157.81,Daikin Park,40963,2000,0,1,2017,"Additional seating, concessions, escalators, etc."
2002,KC,Kansas City Royals,Kauffman Stadium,1323036,16334,62,KANSAS CITY,113.7,Kauffman Stadium,40793,1973,0,1,2009,"reduced seating capacity, new entry ticket gates, wider concourses, new concessions/restrooms, outfield kids area, right field sports bar/restaurant"
2002,LAD,Los Angeles Dodgers,Dodger Stadium,3131255,38657,92,LOS ANGELES DODGERS,145.53,Dodger Stadium,56000,1962,0,1,2019,"$100 million renovation included new center field plaza, sports bar/restaurant, new elevators/escalators, new stadium center main entrance, etc."
2002,MIL,Milwaukee Brewers,Miller Park,1969153,24311,56,MILWAUKEE,130.76,American Family Field,41900,2001,1,1,2024,$500 million publicly funded renovation beginning in 2024
2002,MIN,Minnesota Twins,Hubert H. Humphrey Metrodome,1924473,23759,94,MINNESOTA,121.13,Target Field,39504,2010,1,0,NA,Moved from Metrodome in 2010
2002,WAS,Montreal Expos,Stade Olympique,812045,10025,83,WASHINGTON,84.89,Nationals Park,41565,2008,1,0,NA,Opened 2008; replacement stadium for the team moving from Montreal
2002,NYM,New York Mets,Shea Stadium,2804838,34628,75,N.Y. METS,177.02,Citi Field,42000,2009,1,0,NA,Replaced Shea Stadium in 2009
2002,NYY,New York Yankees,Yankee Stadium II,3465807,43323,103,N.Y. YANKEES,178.44,Yankee Stadium,50287,2009,1,0,NA,Replaced original Yankee Stadium in 2009
2002,ATH,Oakland Athletics,Network Associates Coliseum,2169811,26788,103,OAKLAND,124.25,Sutter Health Park,14014,2025,1,0,NA,existing Minor League park; Athletics began using the park in 2025
2002,PHI,Philadelphia Phillies,Veterans Stadium,1618467,20231,80,PHILADELPHIA,137.42,Citizens Bank Park,43035,2004,1,0,NA,Replaced Veterans Stadium in 2004
2002,PIT,Pittsburgh Pirates,PNC Park,1784988,22312,72,PITTSBURGH,151.08,PNC Park,38362,2001,1,0,NA,Replaced Three Rivers Stadium in 2001; only minor improvements since opening
2002,SD,San Diego Padres,Qualcomm Stadium,2220601,27415,66,SAN DIEGO,133.27,Petco Park,39860,2004,1,0,NA,Replaced San Diego Stadium in 2004
2002,SF,San Francisco Giants,Pacific Bell Park,3253203,40163,95,SAN FRANCISCO,169.36,Oracle Park,40260,2000,0,1,2020,Bullpen relocation and center field restructuring; motivation was more player safety than fan experience; not feasible to measure direct impact on attendance since 2020 season had no fans
2002,SEA,Seattle Mariners,Safeco Field,3542938,43740,93,SEATTLE,173.4,T-Mobile Park,47574,1999,0,0,NA,NA
2002,STL,St. Louis Cardinals,Busch Stadium II,3011756,37182,97,ST. LOUIS,151.93,Busch Stadium,43975,2006,1,0,NA,replaced Busch Memorial Stadium in 2006
2002,TB,Tampa Bay Devil Rays,Tropicana Field,1065742,13157,55,TAMPA BAY,138.32,Tropicana Field,25025,1998,0,1,2014,"major renovations in 2014; roof destroyed by hurricane in 2024, so they played at an alternate (smaller) venue in 2025"
2002,TEX,Texas Rangers,The Ballpark in Arlington,2352397,29042,72,TEXAS,150.21,Globe Life Field,40300,2020,1,0,NA,Replaced Globe Life Park in 2020
2002,TOR,Toronto Blue Jays,SkyDome,1637900,20221,78,TORONTO,121.26,Rogers Centre,41500,1989,0,1,2022,"$400 million two-phase renovation--reoriented seats, new outfield social spaces, reduced capacity. Also worth noting that TOR played elsewhere in 2020 and early 2021 due to COVID-related border closures"
2001,LAA,Anaheim Angels,Edison Field,2000919,24703,75,CALIFORNIA/ANAHEIM/LA,110.8,Angel Stadium,45050,1966,0,0,NA,"Major renovation completed in 1998, just before my selected time period"
2001,ARI,Arizona Diamondbacks,Bank One Ballpark,2736451,33783,92,ARIZONA,112.43,Chase Field,48633,1998,0,0,NA,NA
2001,ATL,Atlanta Braves,Turner Field,2823530,34858,88,ATLANTA,156.08,Truist Park,41500,2017,1,0,NA,replaced Turner Field
2001,BAL,Baltimore Orioles,Oriole Park at Camden Yards,3094841,38686,63,BALTIMORE,131.22,Oriole Park,45971,1992,0,1,2011,"seat replacement, suite renovation, capacity reduced"
2001,BOS,Boston Red Sox,Fenway Park,2625333,32412,82,BOSTON,209.44,Fenway Park,37673,1912,0,1,2003,"multi-phase renovation between 2002-2011; seats added in Green Monster and roof areas, luxury boxes, overhaul of concourse"
2001,CHC,Chicago Cubs,Wrigley Field,2779465,34314,88,CHICAGO CUBS,166.25,Wrigley Field,41649,1914,0,1,2014,1060 Project--privately funded renovation completed in phases between 2014-2019
2001,CWS,Chicago White Sox,Comiskey Park II,1766172,21805,83,CHICAGO WHITE SOX,138.59,Rate Field,40615,1991,0,1,"2001, 2015","Major $118M overhaul 2001–2004 (seats, concourses, capacity cut); incremental upgrades 2015–2019"
2001,CIN,Cincinnati Reds,Cinergy Field,1879757,23207,66,CINCINNATI,129.14,Great American Ball Park,45814,2003,1,0,NA,replaced Cinergy Field
2001,CLE,Cleveland Indians,Jacobs Field,3175523,39694,91,CLEVELAND,150.81,Progressive Field,34830,1994,0,1,"2014, 2023",Two separate waves of large-scale renovations
2001,COL,Colorado Rockies,Coors Field,3166821,39097,73,COLORADO,138.34,Coors Field,50398,1995,0,0,NA,NA
2001,DET,Detroit Tigers,Comerica Park,1921305,23720,66,DETROIT,160.8,Comerica Park,41083,2000,0,0,NA,Opened in the first year of my selected time window
2001,MIA,Florida Marlins,Pro Player Stadium,1261226,15765,76,FLORIDA/Miami,110.84,loanDepot Park,37442,2012,1,0,NA,moved from Joe Robbie Center in 2012
2001,HOU,Houston Astros,Enron Field,2904277,35855,93,HOUSTON,143.19,Daikin Park,40963,2000,0,1,2017,"Additional seating, concessions, escalators, etc."
2001,KC,Kansas City Royals,Kauffman Stadium,1536371,18968,65,KANSAS CITY,119.55,Kauffman Stadium,40793,1973,0,1,2009,"reduced seating capacity, new entry ticket gates, wider concourses, new concessions/restrooms, outfield kids area, right field sports bar/restaurant"
2001,LAD,Los Angeles Dodgers,Dodger Stadium,3017143,37249,86,LOS ANGELES DODGERS,142.04,Dodger Stadium,56000,1962,0,1,2019,"$100 million renovation included new center field plaza, sports bar/restaurant, new elevators/escalators, new stadium center main entrance, etc."
2001,MIL,Milwaukee Brewers,Miller Park,2811041,34704,68,MILWAUKEE,124.08,American Family Field,41900,2001,1,1,2024,$500 million publicly funded renovation beginning in 2024
2001,MIN,Minnesota Twins,Hubert H. Humphrey Metrodome,1782929,22011,85,MINNESOTA,130.33,Target Field,39504,2010,1,0,NA,Moved from Metrodome in 2010
2001,WAS,Montreal Expos,Stade Olympique,642745,7935,68,WASHINGTON,76.77,Nationals Park,41565,2008,1,0,NA,Opened 2008; replacement stadium for the team moving from Montreal
2001,NYM,New York Mets,Shea Stadium,2658330,32819,82,N.Y. METS,175.61,Citi Field,42000,2009,1,0,NA,Replaced Shea Stadium in 2009
2001,NYY,New York Yankees,Yankee Stadium II,3264907,40811,95,N.Y. YANKEES,178.44,Yankee Stadium,50287,2009,1,0,NA,Replaced original Yankee Stadium in 2009
2001,ATH,Oakland Athletics,Network Associates Coliseum,2133277,26337,102,OAKLAND,120.78,Sutter Health Park,14014,2025,1,0,NA,existing Minor League park; Athletics began using the park in 2025
2001,PHI,Philadelphia Phillies,Veterans Stadium,1782054,22001,86,PHILADELPHIA,131.2,Citizens Bank Park,43035,2004,1,0,NA,Replaced Veterans Stadium in 2004
2001,PIT,Pittsburgh Pirates,PNC Park,2464870,30430,62,PITTSBURGH,150.05,PNC Park,38362,2001,1,0,NA,Replaced Three Rivers Stadium in 2001; only minor improvements since opening
2001,SD,San Diego Padres,Qualcomm Stadium,2378128,29360,79,SAN DIEGO,127.46,Petco Park,39860,2004,1,0,NA,Replaced San Diego Stadium in 2004
2001,SF,San Francisco Giants,Pacific Bell Park,3311958,40888,90,SAN FRANCISCO,163.89,Oracle Park,40260,2000,0,1,2020,Bullpen relocation and center field restructuring; motivation was more player safety than fan experience; not feasible to measure direct impact on attendance since 2020 season had no fans
2001,SEA,Seattle Mariners,Safeco Field,3507326,43300,116,SEATTLE,180.92,T-Mobile Park,47574,1999,0,0,NA,NA
2001,STL,St. Louis Cardinals,Busch Stadium II,3109578,37922,93,ST. LOUIS,151.93,Busch Stadium,43975,2006,1,0,NA,replaced Busch Memorial Stadium in 2006
2001,TB,Tampa Bay Devil Rays,Tropicana Field,1298365,16029,62,TAMPA BAY,132.55,Tropicana Field,25025,1998,0,1,2014,"major renovations in 2014; roof destroyed by hurricane in 2024, so they played at an alternate (smaller) venue in 2025"
2001,TEX,Texas Rangers,The Ballpark in Arlington,2831021,34525,73,TEXAS,150.21,Globe Life Field,40300,2020,1,0,NA,Replaced Globe Life Park in 2020
2001,TOR,Toronto Blue Jays,"Estadio Hiram Bithorn, SkyDome",1915438,23359,80,TORONTO,114.66,Rogers Centre,41500,1989,0,1,2022,"$400 million two-phase renovation--reoriented seats, new outfield social spaces, reduced capacity. Also worth noting that TOR played elsewhere in 2020 and early 2021 due to COVID-related border closures"
2000,LAA,Anaheim Angels,Edison Field,2066982,25518,82,CALIFORNIA/ANAHEIM/LA,117.88,Angel Stadium,45050,1966,0,0,NA,"Major renovation completed in 1998, just before my selected time period"
2000,ARI,Arizona Diamondbacks,Bank One Ballpark,2942251,36324,85,ARIZONA,120.32,Chase Field,48633,1998,0,0,NA,NA
2000,ATL,Atlanta Braves,Turner Field,3234304,39930,95,ATLANTA,160.12,Truist Park,41500,2017,1,0,NA,replaced Turner Field
2000,BAL,Baltimore Orioles,Oriole Park at Camden Yards,3297031,40704,74,BALTIMORE,138.6,Oriole Park,45971,1992,0,1,2011,"seat replacement, suite renovation, capacity reduced"
2000,BOS,Boston Red Sox,Fenway Park,2585895,31925,85,BOSTON,168.82,Fenway Park,37673,1912,0,1,2003,"multi-phase renovation between 2002-2011; seats added in Green Monster and roof areas, luxury boxes, overhaul of concourse"
2000,CHC,Chicago Cubs,"Tokyo Dome, Wrigley Field",2789511,34438,65,CHICAGO CUBS,135.32,Wrigley Field,41649,1914,0,1,2014,1060 Project--privately funded renovation completed in phases between 2014-2019
2000,CWS,Chicago White Sox,Comiskey Park II,1947799,24047,95,CHICAGO WHITE SOX,122.7,Rate Field,40615,1991,0,1,"2001, 2015","Major $118M overhaul 2001–2004 (seats, concourses, capacity cut); incremental upgrades 2015–2019"
2000,CIN,Cincinnati Reds,Cinergy Field,2577371,31431,85,CINCINNATI,104.46,Great American Ball Park,45814,2003,1,0,NA,replaced Cinergy Field
2000,CLE,Cleveland Indians,Jacobs Field,3456278,42670,90,CLEVELAND,142.82,Progressive Field,34830,1994,0,1,"2014, 2023",Two separate waves of large-scale renovations
2000,COL,Colorado Rockies,Coors Field,3295129,40681,82,COLORADO,130.5,Coors Field,50398,1995,0,0,NA,NA
2000,DET,Detroit Tigers,Comerica Park,2438617,30106,79,DETROIT,165.32,Comerica Park,41083,2000,0,0,NA,Opened in the first year of my selected time window
2000,MIA,Florida Marlins,Pro Player Stadium,1218326,15041,79,FLORIDA/Miami,104.14,loanDepot Park,37442,2012,1,0,NA,moved from Joe Robbie Center in 2012
2000,HOU,Houston Astros,Enron Field,3056139,37730,72,HOUSTON,161.76,Daikin Park,40963,2000,0,1,2017,"Additional seating, concessions, escalators, etc."
2000,KC,Kansas City Royals,Kauffman Stadium,1564847,19319,77,KANSAS CITY,100.68,Kauffman Stadium,40793,1973,0,1,2009,"reduced seating capacity, new entry ticket gates, wider concourses, new concessions/restrooms, outfield kids area, right field sports bar/restaurant"
2000,LAD,Los Angeles Dodgers,Dodger Stadium,2880242,35559,86,LOS ANGELES DODGERS,140.96,Dodger Stadium,56000,1962,0,1,2019,"$100 million renovation included new center field plaza, sports bar/restaurant, new elevators/escalators, new stadium center main entrance, etc."
2000,MIL,Milwaukee Brewers,County Stadium,1573621,19427,73,MILWAUKEE,100.68,American Family Field,41900,2001,1,1,2024,$500 million publicly funded renovation beginning in 2024
2000,MIN,Minnesota Twins,Hubert H. Humphrey Metrodome,1000760,12355,69,MINNESOTA,102.32,Target Field,39504,2010,1,0,NA,Moved from Metrodome in 2010
2000,WAS,Montreal Expos,Stade Olympique,926272,11435,67,WASHINGTON,88.55,Nationals Park,41565,2008,1,0,NA,Opened 2008; replacement stadium for the team moving from Montreal
2000,NYM,New York Mets,"Shea Stadium, Tokyo Dome",2820530,34821,94,N.Y. METS,175.66,Citi Field,42000,2009,1,0,NA,Replaced Shea Stadium in 2009
2000,NYY,New York Yankees,Yankee Stadium II,3055435,38193,87,N.Y. YANKEES,174.54,Yankee Stadium,50287,2009,1,0,NA,Replaced original Yankee Stadium in 2009
2000,ATH,Oakland Athletics,Network Associates Coliseum,1603744,19799,91,OAKLAND,94.08,Sutter Health Park,14014,2025,1,0,NA,existing Minor League park; Athletics began using the park in 2025
2000,PHI,Philadelphia Phillies,Veterans Stadium,1612769,19911,65,PHILADELPHIA,126.86,Citizens Bank Park,43035,2004,1,0,NA,Replaced Veterans Stadium in 2004
2000,PIT,Pittsburgh Pirates,Three Rivers Stadium,1748908,21591,69,PITTSBURGH,107.72,PNC Park,38362,2001,1,0,NA,Replaced Three Rivers Stadium in 2001; only minor improvements since opening
2000,SD,San Diego Padres,Qualcomm Stadium,2352443,29043,76,SAN DIEGO,124.56,Petco Park,39860,2004,1,0,NA,Replaced San Diego Stadium in 2004
2000,SF,San Francisco Giants,Pacific Bell Park,3318800,40973,97,SAN FRANCISCO,161.13,Oracle Park,40260,2000,0,1,2020,Bullpen relocation and center field restructuring; motivation was more player safety than fan experience; not feasible to measure direct impact on attendance since 2020 season had no fans
2000,SEA,Seattle Mariners,Safeco Field,2914624,35983,91,SEATTLE,179.72,T-Mobile Park,47574,1999,0,0,NA,NA
2000,STL,St. Louis Cardinals,Busch Stadium II,3336493,41191,95,ST. LOUIS,133.42,Busch Stadium,43975,2006,1,0,NA,replaced Busch Memorial Stadium in 2006
2000,TB,Tampa Bay Devil Rays,Tropicana Field,1449673,18121,69,TAMPA BAY,120.64,Tropicana Field,25025,1998,0,1,2014,"major renovations in 2014; roof destroyed by hurricane in 2024, so they played at an alternate (smaller) venue in 2025"
2000,TEX,Texas Rangers,The Ballpark in Arlington,2588401,31956,71,TEXAS,156.56,Globe Life Field,40300,2020,1,0,NA,Replaced Globe Life Park in 2020
2000,TOR,Toronto Blue Jays,SkyDome,1705712,21058,83,TORONTO,112.33,Rogers Centre,41500,1989,0,1,2022,"$400 million two-phase renovation--reoriented seats, new outfield social spaces, reduced capacity. Also worth noting that TOR played elsewhere in 2020 and early 2021 due to COVID-related border closures"
